deal_id,company_id,rep_id,deal_name,product,deal_value,stage,probability,created_date,close_date,expected_close_date,loss_reason,deal_velocity_days,weighted_value
D00182,C0136,R005,PipelineIQ Starter — Deal 0182,PipelineIQ Starter,13167.36,Negotiation,75,2023-09-18,,2023-11-08,,,9875.52
D00183,C0002,R004,PipelineIQ Starter — Deal 0183,PipelineIQ Starter,10307.43,Prospecting,10,2023-09-02,,2023-10-23,,,1030.74
D00184,C0482,R003,PipelineIQ Pro — Deal 0184,PipelineIQ Pro,16671.73,Prospecting,10,2024-07-02,,2024-09-10,,,1667.17
D00185,C0027,R003,PipelineIQ Pro — Deal 0185,PipelineIQ Pro,15572.02,Closed Won,100,2024-09-06,2024-11-30,,,85.0,15572.02
D00186,C0438,R005,PipelineIQ Pro — Deal 0186,PipelineIQ Pro,49610.39,Qualification,25,2023-10-22,,2023-11-06,,,12402.6
D00187,C0336,R003,PipelineIQ Starter — Deal 0187,PipelineIQ Starter,14256.29,Qualification,25,2023-07-01,,2023-09-09,,,3564.07
D00188,C0485,R003,PipelineIQ Starter — Deal 0188,PipelineIQ Starter,5142.11,Qualification,25,2024-10-24,,2024-11-25,,,1285.53
D00189,C0150,R003,PipelineIQ Pro — Deal 0189,PipelineIQ Pro,15724.18,Prospecting,10,2023-06-23,,2023-09-16,,,1572.42
D00190,C0186,R004,PipelineIQ Enterprise — Deal 0190,PipelineIQ Enterprise,101418.5,Prospecting,10,2023-07-28,,2023-08-18,,,10141.85
D00191,C0328,R005,PipelineIQ Starter — Deal 0191,PipelineIQ Starter,12650.93,Qualification,25,2024-12-09,,2025-02-18,,,3162.73
D00192,C0034,R001,PipelineIQ Starter — Deal 0192,PipelineIQ Starter,5762.26,Prospecting,10,2023-01-04,,2023-02-04,,,576.23
D00193,C0257,R004,PipelineIQ Pro — Deal 0193,PipelineIQ Pro,48780.03,Prospecting,10,2023-12-12,,2023-12-28,,,4878.0
D00194,C0183,R005,PipelineIQ Enterprise — Deal 0194,PipelineIQ Enterprise,143059.45,Prospecting,10,2023-10-12,,2023-10-23,,,14305.95
D00195,C0372,R002,PipelineIQ Starter — Deal 0195,PipelineIQ Starter,8532.4,Qualification,25,2024-07-12,,2024-08-14,,,2133.1
D00196,C0075,R001,PipelineIQ Starter — Deal 0196,PipelineIQ Starter,14109.2,Proposal,50,2023-03-06,,2023-03-27,,,7054.6
D00197,C0474,R005,PipelineIQ Pro — Deal 0197,PipelineIQ Pro,20611.89,Closed Won,100,2023-07-18,2023-09-18,,,62.0,20611.89
D00198,C0414,R004,PipelineIQ Enterprise — Deal 0198,PipelineIQ Enterprise,120276.52,Qualification,25,2024-03-18,,2024-04-01,,,30069.13
D00199,C0327,R002,PipelineIQ Enterprise — Deal 0199,PipelineIQ Enterprise,205172.43,Qualification,25,2023-07-14,,2023-10-02,,,51293.11
D00200,C0479,R001,PipelineIQ Pro — Deal 0200,PipelineIQ Pro,42071.22,Negotiation,75,2023-08-21,,2023-11-14,,,31553.42
D00201,C0102,R003,PipelineIQ Pro — Deal 0201,PipelineIQ Pro,34511.02,Proposal,50,2024-10-19,,2024-12-06,,,17255.51
D00202,C0341,R005,PipelineIQ Starter — Deal 0202,PipelineIQ Starter,5363.79,Prospecting,10,2023-12-30,,2024-01-02,,,536.38
D00203,C0044,R001,PipelineIQ Pro — Deal 0203,PipelineIQ Pro,37705.09,Qualification,25,2023-11-19,,2024-01-18,,,9426.27
D00204,C0070,R005,PipelineIQ Starter — Deal 0204,PipelineIQ Starter,13430.22,Proposal,50,2023-04-30,,2023-07-15,,,6715.11
D00205,C0403,R003,PipelineIQ Pro — Deal 0205,PipelineIQ Pro,32302.09,Closed Lost,0,2023-05-03,2023-07-22,,Price too high,80.0,0.0
D00206,C0440,R004,PipelineIQ Enterprise — Deal 0206,PipelineIQ Enterprise,113413.38,Qualification,25,2023-10-28,,2023-11-02,,,28353.35
D00207,C0418,R002,PipelineIQ Starter — Deal 0207,PipelineIQ Starter,5549.13,Qualification,25,2024-12-13,,2025-01-16,,,1387.28
D00208,C0187,R004,PipelineIQ Pro — Deal 0208,PipelineIQ Pro,49974.83,Qualification,25,2023-03-18,,2023-05-25,,,12493.71
D00209,C0146,R004,PipelineIQ Starter — Deal 0209,PipelineIQ Starter,9982.87,Negotiation,75,2023-01-24,,2023-01-28,,,7487.15
D00210,C0307,R002,PipelineIQ Pro — Deal 0210,PipelineIQ Pro,21467.17,Prospecting,10,2024-06-21,,2024-09-07,,,2146.72
D00211,C0455,R003,PipelineIQ Starter — Deal 0211,PipelineIQ Starter,8625.32,Prospecting,10,2023-12-08,,2024-01-18,,,862.53
D00212,C0142,R001,PipelineIQ Starter — Deal 0212,PipelineIQ Starter,6826.19,Qualification,25,2023-08-26,,2023-09-02,,,1706.55
D00213,C0479,R005,PipelineIQ Pro — Deal 0213,PipelineIQ Pro,44451.35,Proposal,50,2023-03-23,,2023-06-02,,,22225.67
D00214,C0052,R005,PipelineIQ Enterprise — Deal 0214,PipelineIQ Enterprise,224060.08,Proposal,50,2024-11-04,,2024-12-13,,,112030.04
D00215,C0171,R004,PipelineIQ Pro — Deal 0215,PipelineIQ Pro,41330.57,Prospecting,10,2023-04-06,,2023-06-30,,,4133.06
D00216,C0055,R001,PipelineIQ Pro — Deal 0216,PipelineIQ Pro,40938.3,Prospecting,10,2024-08-25,,2024-08-26,,,4093.83
D00217,C0136,R004,PipelineIQ Pro — Deal 0217,PipelineIQ Pro,16488.37,Closed Won,100,2024-07-08,2024-07-22,,,14.0,16488.37
D00218,C0087,R002,PipelineIQ Starter — Deal 0218,PipelineIQ Starter,10908.54,Proposal,50,2023-03-25,,2023-05-07,,,5454.27
D00219,C0241,R001,PipelineIQ Starter — Deal 0219,PipelineIQ Starter,11484.86,Proposal,50,2024-10-07,,2024-10-10,,,5742.43
D00220,C0003,R005,PipelineIQ Starter — Deal 0220,PipelineIQ Starter,12287.49,Prospecting,10,2023-09-02,,2023-10-25,,,1228.75
D00221,C0122,R002,PipelineIQ Enterprise — Deal 0221,PipelineIQ Enterprise,154595.02,Qualification,25,2024-05-19,,2024-07-29,,,38648.75
D00222,C0150,R004,PipelineIQ Starter — Deal 0222,PipelineIQ Starter,9297.23,Proposal,50,2023-07-17,,2023-09-23,,,4648.61
D00223,C0128,R004,PipelineIQ Pro — Deal 0223,PipelineIQ Pro,19767.37,Closed Lost,0,2024-08-15,2024-09-21,,No budget,37.0,0.0
D00224,C0310,R004,PipelineIQ Enterprise — Deal 0224,PipelineIQ Enterprise,221228.0,Prospecting,10,2023-09-19,,2023-12-11,,,22122.8
D00225,C0354,R005,PipelineIQ Pro — Deal 0225,PipelineIQ Pro,15050.84,Prospecting,10,2023-07-15,,2023-08-17,,,1505.08
D00226,C0128,R005,PipelineIQ Starter — Deal 0226,PipelineIQ Starter,10766.16,Closed Won,100,2023-05-03,2023-07-28,,,86.0,10766.16
D00227,C0351,R002,PipelineIQ Starter — Deal 0227,PipelineIQ Starter,12110.68,Qualification,25,2023-02-17,,2023-02-27,,,3027.67
D00228,C0334,R001,PipelineIQ Pro — Deal 0228,PipelineIQ Pro,19653.67,Qualification,25,2024-08-11,,2024-08-12,,,4913.42
D00229,C0175,R001,PipelineIQ Starter — Deal 0229,PipelineIQ Starter,12172.37,Closed Won,100,2024-02-28,2024-03-13,,,14.0,12172.37
D00230,C0211,R001,PipelineIQ Starter — Deal 0230,PipelineIQ Starter,9470.75,Prospecting,10,2024-01-13,,2024-02-24,,,947.08
D00231,C0440,R004,PipelineIQ Pro — Deal 0231,PipelineIQ Pro,38083.21,Negotiation,75,2024-11-10,,2024-12-06,,,28562.41
D00232,C0125,R002,PipelineIQ Enterprise — Deal 0232,PipelineIQ Enterprise,79183.1,Qualification,25,2024-11-12,,2025-02-05,,,19795.78
D00233,C0222,R001,PipelineIQ Pro — Deal 0233,PipelineIQ Pro,32111.97,Qualification,25,2023-09-16,,2023-09-17,,,8027.99
D00234,C0149,R001,PipelineIQ Pro — Deal 0234,PipelineIQ Pro,20551.18,Negotiation,75,2024-04-14,,2024-06-21,,,15413.39
D00235,C0091,R002,PipelineIQ Starter — Deal 0235,PipelineIQ Starter,9134.04,Closed Won,100,2023-10-18,2023-11-23,,,36.0,9134.04
D00236,C0233,R005,PipelineIQ Pro — Deal 0236,PipelineIQ Pro,41916.87,Proposal,50,2023-03-08,,2023-05-23,,,20958.44
D00237,C0430,R002,PipelineIQ Pro — Deal 0237,PipelineIQ Pro,25611.85,Qualification,25,2024-12-05,,2025-01-10,,,6402.96
D00238,C0464,R004,PipelineIQ Pro — Deal 0238,PipelineIQ Pro,48722.79,Qualification,25,2023-08-14,,2023-10-10,,,12180.7
D00239,C0486,R004,PipelineIQ Starter — Deal 0239,PipelineIQ Starter,5171.46,Qualification,25,2024-01-29,,2024-02-27,,,1292.87
D00240,C0268,R001,PipelineIQ Enterprise — Deal 0240,PipelineIQ Enterprise,151939.54,Closed Lost,0,2023-10-02,2024-01-03,,No budget,93.0,0.0
D00241,C0011,R005,PipelineIQ Pro — Deal 0241,PipelineIQ Pro,39146.77,Qualification,25,2023-11-14,,2024-01-05,,,9786.69
D00242,C0415,R002,PipelineIQ Starter — Deal 0242,PipelineIQ Starter,10671.56,Closed Won,100,2023-10-17,2023-11-19,,,33.0,10671.56
D00243,C0410,R005,PipelineIQ Starter — Deal 0243,PipelineIQ Starter,12577.37,Negotiation,75,2024-09-20,,2024-12-03,,,9433.03
D00244,C0491,R005,PipelineIQ Enterprise — Deal 0244,PipelineIQ Enterprise,234365.5,Proposal,50,2023-01-04,,2023-01-24,,,117182.75
D00245,C0175,R005,PipelineIQ Starter — Deal 0245,PipelineIQ Starter,8273.77,Negotiation,75,2024-03-05,,2024-05-17,,,6205.33
D00246,C0357,R003,PipelineIQ Starter — Deal 0246,PipelineIQ Starter,9810.19,Prospecting,10,2024-03-11,,2024-04-13,,,981.02
D00247,C0183,R005,PipelineIQ Pro — Deal 0247,PipelineIQ Pro,35516.73,Proposal,50,2024-08-01,,2024-10-13,,,17758.37
D00248,C0440,R002,PipelineIQ Starter — Deal 0248,PipelineIQ Starter,8799.22,Proposal,50,2023-11-29,,2023-12-05,,,4399.61
D00249,C0117,R005,PipelineIQ Pro — Deal 0249,PipelineIQ Pro,27490.82,Negotiation,75,2023-12-08,,2024-02-10,,,20618.11
D00250,C0459,R001,PipelineIQ Pro — Deal 0250,PipelineIQ Pro,48512.56,Prospecting,10,2023-04-16,,2023-06-28,,,4851.26
D00251,C0274,R002,PipelineIQ Starter — Deal 0251,PipelineIQ Starter,7313.04,Closed Won,100,2024-04-23,2024-06-15,,,53.0,7313.04
D00252,C0114,R005,PipelineIQ Enterprise — Deal 0252,PipelineIQ Enterprise,64520.79,Negotiation,75,2024-03-27,,2024-04-14,,,48390.59
D00253,C0471,R001,PipelineIQ Enterprise — Deal 0253,PipelineIQ Enterprise,92906.75,Qualification,25,2023-09-20,,2023-09-22,,,23226.69
D00254,C0048,R005,PipelineIQ Enterprise — Deal 0254,PipelineIQ Enterprise,131827.64,Closed Lost,0,2024-04-05,2024-07-29,,Chose competitor,115.0,0.0
D00255,C0275,R001,PipelineIQ Pro — Deal 0255,PipelineIQ Pro,47324.85,Proposal,50,2023-09-14,,2023-11-30,,,23662.42
D00256,C0142,R001,PipelineIQ Enterprise — Deal 0256,PipelineIQ Enterprise,175821.4,Negotiation,75,2024-05-02,,2024-07-30,,,131866.05
D00257,C0408,R001,PipelineIQ Enterprise — Deal 0257,PipelineIQ Enterprise,83407.55,Negotiation,75,2024-05-16,,2024-06-13,,,62555.66
D00258,C0474,R005,PipelineIQ Pro — Deal 0258,PipelineIQ Pro,46061.39,Prospecting,10,2024-08-19,,2024-09-18,,,4606.14
D00259,C0285,R003,PipelineIQ Enterprise — Deal 0259,PipelineIQ Enterprise,105533.99,Qualification,25,2024-01-01,,2024-02-28,,,26383.5
D00260,C0141,R005,PipelineIQ Enterprise — Deal 0260,PipelineIQ Enterprise,82858.87,Negotiation,75,2023-01-22,,2023-04-18,,,62144.15
D00261,C0424,R001,PipelineIQ Starter — Deal 0261,PipelineIQ Starter,6720.68,Prospecting,10,2023-07-03,,2023-07-29,,,672.07
D00262,C0116,R001,PipelineIQ Starter — Deal 0262,PipelineIQ Starter,6976.45,Qualification,25,2024-11-08,,2025-01-05,,,1744.11
D00263,C0388,R002,PipelineIQ Enterprise — Deal 0263,PipelineIQ Enterprise,76903.01,Prospecting,10,2024-01-11,,2024-04-01,,,7690.3
D00264,C0194,R001,PipelineIQ Pro — Deal 0264,PipelineIQ Pro,44216.12,Qualification,25,2023-06-12,,2023-08-12,,,11054.03
D00265,C0056,R002,PipelineIQ Starter — Deal 0265,PipelineIQ Starter,6713.75,Prospecting,10,2024-12-01,,2025-01-24,,,671.38
D00266,C0223,R002,PipelineIQ Starter — Deal 0266,PipelineIQ Starter,12644.18,Qualification,25,2024-03-01,,2024-03-15,,,3161.05
D00267,C0453,R005,PipelineIQ Starter — Deal 0267,PipelineIQ Starter,11996.88,Prospecting,10,2024-12-31,,2025-03-13,,,1199.69
D00268,C0454,R005,PipelineIQ Enterprise — Deal 0268,PipelineIQ Enterprise,156173.16,Closed Won,100,2024-08-22,2024-10-04,,,43.0,156173.16
D00269,C0489,R005,PipelineIQ Pro — Deal 0269,PipelineIQ Pro,20508.9,Closed Lost,0,2024-11-07,2024-12-31,,Chose competitor,54.0,0.0
D00270,C0134,R004,PipelineIQ Pro — Deal 0270,PipelineIQ Pro,29871.02,Proposal,50,2023-10-13,,2023-11-23,,,14935.51
D00271,C0152,R001,PipelineIQ Enterprise — Deal 0271,PipelineIQ Enterprise,92829.42,Negotiation,75,2023-07-20,,2023-09-10,,,69622.07
D00272,C0408,R001,PipelineIQ Pro — Deal 0272,PipelineIQ Pro,42039.53,Proposal,50,2024-08-18,,2024-09-02,,,21019.76
D00273,C0246,R005,PipelineIQ Enterprise — Deal 0273,PipelineIQ Enterprise,75355.79,Prospecting,10,2023-04-26,,2023-07-07,,,7535.58
D00274,C0093,R002,PipelineIQ Pro — Deal 0274,PipelineIQ Pro,46826.65,Proposal,50,2023-02-24,,2023-05-02,,,23413.33
D00275,C0440,R002,PipelineIQ Enterprise — Deal 0275,PipelineIQ Enterprise,225159.82,Negotiation,75,2023-02-21,,2023-04-28,,,168869.86
D00276,C0174,R005,PipelineIQ Enterprise — Deal 0276,PipelineIQ Enterprise,158734.1,Prospecting,10,2024-07-19,,2024-07-30,,,15873.41
D00277,C0424,R003,PipelineIQ Enterprise — Deal 0277,PipelineIQ Enterprise,157513.29,Qualification,25,2024-07-16,,2024-08-03,,,39378.32
D00278,C0358,R002,PipelineIQ Starter — Deal 0278,PipelineIQ Starter,5440.19,Proposal,50,2023-05-24,,2023-06-22,,,2720.09
D00279,C0370,R004,PipelineIQ Enterprise — Deal 0279,PipelineIQ Enterprise,67876.62,Prospecting,10,2023-03-15,,2023-05-09,,,6787.66
D00280,C0349,R003,PipelineIQ Enterprise — Deal 0280,PipelineIQ Enterprise,159345.26,Negotiation,75,2024-04-16,,2024-05-08,,,119508.95
D00281,C0397,R001,PipelineIQ Pro — Deal 0281,PipelineIQ Pro,49746.32,Qualification,25,2023-01-12,,2023-01-16,,,12436.58
D00282,C0085,R001,PipelineIQ Enterprise — Deal 0282,PipelineIQ Enterprise,188176.71,Closed Won,100,2023-03-27,2023-05-08,,,42.0,188176.71
D00283,C0247,R001,PipelineIQ Enterprise — Deal 0283,PipelineIQ Enterprise,211594.43,Proposal,50,2024-12-05,,2024-12-30,,,105797.21
D00284,C0323,R003,PipelineIQ Starter — Deal 0284,PipelineIQ Starter,9389.79,Closed Won,100,2023-02-28,2023-06-09,,,101.0,9389.79
D00285,C0195,R002,PipelineIQ Enterprise — Deal 0285,PipelineIQ Enterprise,243728.73,Prospecting,10,2023-12-28,,2024-02-07,,,24372.87
D00286,C0082,R003,PipelineIQ Enterprise — Deal 0286,PipelineIQ Enterprise,73031.51,Closed Won,100,2023-10-27,2023-11-30,,,34.0,73031.51
D00287,C0148,R005,PipelineIQ Starter — Deal 0287,PipelineIQ Starter,10457.75,Prospecting,10,2024-07-06,,2024-09-06,,,1045.78
D00288,C0257,R002,PipelineIQ Pro — Deal 0288,PipelineIQ Pro,33277.78,Negotiation,75,2023-06-29,,2023-08-05,,,24958.33
D00289,C0223,R004,PipelineIQ Enterprise — Deal 0289,PipelineIQ Enterprise,207661.97,Qualification,25,2023-02-11,,2023-04-17,,,51915.49
D00290,C0454,R001,PipelineIQ Pro — Deal 0290,PipelineIQ Pro,15918.8,Proposal,50,2024-11-08,,2024-12-12,,,7959.4
D00291,C0141,R001,PipelineIQ Starter — Deal 0291,PipelineIQ Starter,8778.96,Proposal,50,2024-01-06,,2024-03-13,,,4389.48
D00292,C0077,R001,PipelineIQ Enterprise — Deal 0292,PipelineIQ Enterprise,79991.72,Qualification,25,2023-08-30,,2023-10-22,,,19997.93
D00293,C0159,R003,PipelineIQ Pro — Deal 0293,PipelineIQ Pro,32908.89,Closed Lost,0,2024-11-08,2024-11-15,,No budget,7.0,0.0
D00294,C0321,R001,PipelineIQ Starter — Deal 0294,PipelineIQ Starter,12851.4,Qualification,25,2024-07-19,,2024-07-25,,,3212.85
D00295,C0286,R004,PipelineIQ Pro — Deal 0295,PipelineIQ Pro,16856.29,Qualification,25,2024-09-08,,2024-11-26,,,4214.07
D00296,C0488,R001,PipelineIQ Pro — Deal 0296,PipelineIQ Pro,36633.19,Negotiation,75,2024-10-01,,2024-12-22,,,27474.89
D00297,C0444,R003,PipelineIQ Enterprise — Deal 0297,PipelineIQ Enterprise,86953.29,Prospecting,10,2023-02-18,,2023-03-06,,,8695.33
D00298,C0134,R005,PipelineIQ Pro — Deal 0298,PipelineIQ Pro,23848.53,Proposal,50,2024-06-25,,2024-06-26,,,11924.26
D00299,C0451,R002,PipelineIQ Enterprise — Deal 0299,PipelineIQ Enterprise,196657.0,Closed Lost,0,2024-07-14,2024-09-13,,Project cancelled,61.0,0.0
D00300,C0033,R002,PipelineIQ Starter — Deal 0300,PipelineIQ Starter,10156.63,Qualification,25,2024-06-25,,2024-09-16,,,2539.16
D00301,C0205,R001,PipelineIQ Pro — Deal 0301,PipelineIQ Pro,24372.98,Prospecting,10,2023-05-25,,2023-08-23,,,2437.3
D00302,C0343,R005,PipelineIQ Enterprise — Deal 0302,PipelineIQ Enterprise,185580.61,Negotiation,75,2024-08-08,,2024-10-30,,,139185.46
D00303,C0451,R002,PipelineIQ Enterprise — Deal 0303,PipelineIQ Enterprise,196110.35,Qualification,25,2023-01-22,,2023-02-23,,,49027.59
D00304,C0054,R005,PipelineIQ Pro — Deal 0304,PipelineIQ Pro,41476.78,Prospecting,10,2024-03-17,,2024-04-14,,,4147.68
D00305,C0150,R004,PipelineIQ Pro — Deal 0305,PipelineIQ Pro,48627.08,Qualification,25,2023-02-11,,2023-04-02,,,12156.77
D00306,C0096,R003,PipelineIQ Enterprise — Deal 0306,PipelineIQ Enterprise,127976.17,Qualification,25,2023-10-25,,2023-10-31,,,31994.04
D00307,C0350,R003,PipelineIQ Pro — Deal 0307,PipelineIQ Pro,42603.07,Negotiation,75,2023-12-15,,2024-02-23,,,31952.3
D00308,C0194,R001,PipelineIQ Starter — Deal 0308,PipelineIQ Starter,7938.33,Closed Lost,0,2024-11-15,2024-11-26,,Project cancelled,11.0,0.0
D00309,C0492,R003,PipelineIQ Pro — Deal 0309,PipelineIQ Pro,29391.71,Qualification,25,2024-06-09,,2024-08-22,,,7347.93
D00310,C0124,R002,PipelineIQ Enterprise — Deal 0310,PipelineIQ Enterprise,151043.27,Closed Won,100,2023-04-22,2023-06-09,,,48.0,151043.27
D00311,C0239,R003,PipelineIQ Enterprise — Deal 0311,PipelineIQ Enterprise,189481.23,Proposal,50,2023-12-06,,2023-12-24,,,94740.62
D00312,C0352,R003,PipelineIQ Enterprise — Deal 0312,PipelineIQ Enterprise,216350.67,Prospecting,10,2023-02-08,,2023-03-18,,,21635.07
D00313,C0111,R002,PipelineIQ Enterprise — Deal 0313,PipelineIQ Enterprise,61504.69,Closed Won,100,2023-07-29,2023-11-24,,,118.0,61504.69
D00314,C0301,R002,PipelineIQ Starter — Deal 0314,PipelineIQ Starter,14697.32,Closed Won,100,2024-06-22,2024-07-25,,,33.0,14697.32
D00315,C0047,R002,PipelineIQ Pro — Deal 0315,PipelineIQ Pro,45921.81,Prospecting,10,2023-05-25,,2023-06-08,,,4592.18
D00316,C0025,R004,PipelineIQ Starter — Deal 0316,PipelineIQ Starter,12113.06,Proposal,50,2023-05-07,,2023-07-16,,,6056.53
D00317,C0102,R001,PipelineIQ Enterprise — Deal 0317,PipelineIQ Enterprise,245118.05,Qualification,25,2024-10-08,,2025-01-03,,,61279.51
D00318,C0452,R003,PipelineIQ Pro — Deal 0318,PipelineIQ Pro,22587.38,Qualification,25,2023-08-20,,2023-08-26,,,5646.85
D00319,C0255,R001,PipelineIQ Pro — Deal 0319,PipelineIQ Pro,44918.47,Negotiation,75,2024-09-18,,2024-11-22,,,33688.85
D00320,C0369,R005,PipelineIQ Pro — Deal 0320,PipelineIQ Pro,49699.77,Prospecting,10,2024-02-21,,2024-05-02,,,4969.98
D00321,C0416,R002,PipelineIQ Enterprise — Deal 0321,PipelineIQ Enterprise,228364.78,Prospecting,10,2023-08-02,,2023-08-06,,,22836.48
D00322,C0066,R004,PipelineIQ Starter — Deal 0322,PipelineIQ Starter,10860.9,Qualification,25,2023-04-25,,2023-07-05,,,2715.22
D00323,C0327,R004,PipelineIQ Enterprise — Deal 0323,PipelineIQ Enterprise,154773.95,Prospecting,10,2023-12-08,,2024-02-07,,,15477.4
D00324,C0470,R005,PipelineIQ Enterprise — Deal 0324,PipelineIQ Enterprise,149470.33,Negotiation,75,2023-05-03,,2023-06-26,,,112102.75
D00325,C0406,R004,PipelineIQ Starter — Deal 0325,PipelineIQ Starter,13822.81,Negotiation,75,2024-01-12,,2024-03-31,,,10367.11
D00326,C0414,R003,PipelineIQ Pro — Deal 0326,PipelineIQ Pro,19687.42,Prospecting,10,2024-09-10,,2024-09-20,,,1968.74
D00327,C0277,R005,PipelineIQ Starter — Deal 0327,PipelineIQ Starter,13708.42,Proposal,50,2023-10-21,,2023-11-04,,,6854.21
D00328,C0301,R004,PipelineIQ Pro — Deal 0328,PipelineIQ Pro,22904.54,Qualification,25,2023-12-18,,2023-12-22,,,5726.14
D00329,C0311,R002,PipelineIQ Starter — Deal 0329,PipelineIQ Starter,12565.21,Qualification,25,2023-06-11,,2023-07-09,,,3141.3
D00330,C0173,R004,PipelineIQ Enterprise — Deal 0330,PipelineIQ Enterprise,151170.52,Prospecting,10,2023-10-09,,2023-11-21,,,15117.05
D00331,C0067,R001,PipelineIQ Pro — Deal 0331,PipelineIQ Pro,17686.06,Qualification,25,2024-12-13,,2025-01-20,,,4421.52
D00332,C0399,R001,PipelineIQ Enterprise — Deal 0332,PipelineIQ Enterprise,157221.01,Closed Lost,0,2024-01-11,2024-04-01,,Price too high,81.0,0.0
D00333,C0024,R004,PipelineIQ Pro — Deal 0333,PipelineIQ Pro,23317.7,Closed Lost,0,2024-03-21,2024-07-01,,No decision made,102.0,0.0
D00334,C0481,R002,PipelineIQ Enterprise — Deal 0334,PipelineIQ Enterprise,188737.27,Prospecting,10,2024-03-12,,2024-03-15,,,18873.73
D00335,C0105,R001,PipelineIQ Starter — Deal 0335,PipelineIQ Starter,14438.48,Closed Won,100,2024-06-16,2024-10-08,,,114.0,14438.48
D00336,C0079,R001,PipelineIQ Pro — Deal 0336,PipelineIQ Pro,28670.64,Closed Won,100,2023-01-28,2023-03-19,,,50.0,28670.64
D00337,C0394,R002,PipelineIQ Enterprise — Deal 0337,PipelineIQ Enterprise,141125.75,Qualification,25,2023-04-13,,2023-05-06,,,35281.44
D00338,C0282,R001,PipelineIQ Starter — Deal 0338,PipelineIQ Starter,7540.27,Qualification,25,2024-03-16,,2024-05-21,,,1885.07
D00339,C0330,R004,PipelineIQ Starter — Deal 0339,PipelineIQ Starter,9362.4,Prospecting,10,2024-03-10,,2024-05-21,,,936.24
D00340,C0060,R003,PipelineIQ Starter — Deal 0340,PipelineIQ Starter,11211.79,Closed Lost,0,2023-10-25,2024-01-29,,Price too high,96.0,0.0
D00341,C0176,R005,PipelineIQ Starter — Deal 0341,PipelineIQ Starter,8040.06,Proposal,50,2024-04-03,,2024-04-28,,,4020.03
D00342,C0209,R005,PipelineIQ Pro — Deal 0342,PipelineIQ Pro,23309.9,Closed Won,100,2024-06-25,2024-07-13,,,18.0,23309.9
D00343,C0053,R005,PipelineIQ Starter — Deal 0343,PipelineIQ Starter,7119.61,Proposal,50,2023-05-08,,2023-05-15,,,3559.8
D00344,C0260,R001,PipelineIQ Enterprise — Deal 0344,PipelineIQ Enterprise,124112.56,Negotiation,75,2024-09-12,,2024-09-19,,,93084.42
D00345,C0294,R001,PipelineIQ Pro — Deal 0345,PipelineIQ Pro,49761.67,Proposal,50,2023-10-24,,2023-11-30,,,24880.83
D00346,C0414,R004,PipelineIQ Starter — Deal 0346,PipelineIQ Starter,14349.62,Negotiation,75,2023-09-19,,2023-12-03,,,10762.22
D00347,C0216,R005,PipelineIQ Starter — Deal 0347,PipelineIQ Starter,9028.55,Proposal,50,2024-09-30,,2024-12-20,,,4514.27
D00348,C0310,R003,PipelineIQ Enterprise — Deal 0348,PipelineIQ Enterprise,164543.05,Qualification,25,2024-07-19,,2024-10-10,,,41135.76
D00349,C0152,R004,PipelineIQ Enterprise — Deal 0349,PipelineIQ Enterprise,199203.8,Negotiation,75,2023-04-02,,2023-06-08,,,149402.85
D00350,C0128,R004,PipelineIQ Starter — Deal 0350,PipelineIQ Starter,10352.65,Qualification,25,2024-10-14,,2024-12-26,,,2588.16
D00351,C0292,R001,PipelineIQ Starter — Deal 0351,PipelineIQ Starter,8303.54,Prospecting,10,2024-05-27,,2024-07-06,,,830.35
D00352,C0095,R002,PipelineIQ Enterprise — Deal 0352,PipelineIQ Enterprise,208459.71,Closed Won,100,2023-07-14,2023-07-28,,,14.0,208459.71
D00353,C0287,R004,PipelineIQ Starter — Deal 0353,PipelineIQ Starter,7944.32,Prospecting,10,2024-02-18,,2024-05-01,,,794.43
D00354,C0204,R005,PipelineIQ Starter — Deal 0354,PipelineIQ Starter,9078.19,Negotiation,75,2024-04-29,,2024-05-19,,,6808.64
D00355,C0090,R001,PipelineIQ Enterprise — Deal 0355,PipelineIQ Enterprise,73543.33,Negotiation,75,2024-10-19,,2024-12-15,,,55157.5
D00356,C0113,R002,PipelineIQ Enterprise — Deal 0356,PipelineIQ Enterprise,93181.37,Proposal,50,2024-06-16,,2024-09-02,,,46590.68
D00357,C0461,R003,PipelineIQ Pro — Deal 0357,PipelineIQ Pro,38455.13,Proposal,50,2024-10-27,,2024-11-28,,,19227.56
D00358,C0002,R001,PipelineIQ Enterprise — Deal 0358,PipelineIQ Enterprise,77704.61,Closed Won,100,2023-10-19,2024-02-02,,,106.0,77704.61
D00359,C0356,R001,PipelineIQ Pro — Deal 0359,PipelineIQ Pro,48600.72,Closed Won,100,2023-05-26,2023-09-19,,,116.0,48600.72
D00360,C0303,R005,PipelineIQ Enterprise — Deal 0360,PipelineIQ Enterprise,172001.4,Qualification,25,2023-05-31,,2023-07-22,,,43000.35
D00361,C0196,R003,PipelineIQ Pro — Deal 0361,PipelineIQ Pro,34057.51,Prospecting,10,2023-04-06,,2023-06-16,,,3405.75
D00362,C0288,R001,PipelineIQ Enterprise — Deal 0362,PipelineIQ Enterprise,125659.22,Qualification,25,2023-08-10,,2023-08-12,,,31414.81
