company_id,company_name,industry,company_size,region,annual_revenue,churn_score,customer_ltv,created_date,is_active
C0266,Orion Services 266,CyberSecurity,501-1000,APAC,,0.205,459449.91,2022-02-27,True
C0267,Redpoint Services 267,RetailTech,501-1000,Middle East & Africa,100000.0,0.198,90623.21,2022-09-24,True
C0268,Radiant Digital 268,CyberSecurity,1-10,Middle East & Africa,1000000.0,0.42,406259.12,2022-08-21,True
C0269,Lumex Enterprises 269,FinTech,501-1000,Latin America,10000000.0,0.095,405388.52,2022-01-12,True
C0270,Harbor Solutions 270,RetailTech,501-1000,North America,,0.068,217611.72,2022-12-25,True
C0271,Nexus Technologies 271,CyberSecurity,1-10,APAC,1000000.0,0.373,98190.85,2022-03-11,True
C0272,Ember Innovations 272,LegalTech,201-500,Latin America,50000000.0,0.181,459386.39,2022-07-13,True
C0273,Radiant Global 273,EdTech,1000+,APAC,,0.469,97452.08,2022-10-03,True
C0274,Atlas Analytics 274,FinTech,1-10,APAC,1000000.0,0.442,340014.93,2022-10-06,True
C0275,Solara Analytics 275,RetailTech,201-500,APAC,100000.0,0.273,145068.37,2022-02-27,True
C0276,Radiant Innovations 276,FinTech,11-50,Europe,,0.442,59439.39,2022-01-18,True
C0277,Radiant Systems 277,RetailTech,1000+,North America,1000000.0,0.451,225091.78,2022-10-04,True
C0278,Indigo Systems 278,EdTech,501-1000,APAC,100000.0,0.514,409735.27,2022-10-22,True
C0279,Meridian Networks 279,RetailTech,51-200,Europe,10000000.0,0.198,265413.02,2022-07-31,True
C0280,Nexus Global 280,EdTech,1000+,Latin America,5000000.0,0.056,252854.19,2022-06-26,False
C0281,Radiant Intelligence 281,LegalTech,1000+,Latin America,1000000.0,0.013,83116.63,2022-07-12,True
C0282,Redpoint Partners 282,RetailTech,11-50,APAC,50000000.0,0.442,356712.63,2022-08-26,False
C0283,Redpoint Innovations 283,PropTech,501-1000,Middle East & Africa,100000.0,0.256,200325.33,2022-05-11,True
C0284,Quantum Technologies 284,CyberSecurity,51-200,North America,5000000.0,0.12,365046.51,2022-04-08,True
C0285,Solara Data 285,FinTech,1-10,Europe,50000000.0,0.291,383231.24,2022-12-10,True
C0286,Irongate Digital 286,LegalTech,51-200,North America,100000.0,0.248,469208.28,2022-03-02,True
C0287,Flint Partners 287,RetailTech,1000+,Middle East & Africa,10000000.0,0.273,110211.44,2022-05-03,True
C0288,Flint Dynamics 288,PropTech,201-500,Middle East & Africa,10000000.0,0.231,186037.18,2022-05-14,True
C0289,Irongate Enterprises 289,HealthTech,1000+,Latin America,50000000.0,0.398,421468.28,2022-04-15,True
C0290,Lumex Systems 290,RetailTech,1000+,Europe,,0.123,137779.31,2022-10-27,True
C0291,Lumex Dynamics 291,EdTech,11-50,APAC,100000.0,0.244,196121.49,2022-05-06,True
C0292,Quantum Networks 292,HRTech,201-500,Latin America,1000000.0,0.169,92434.49,2022-06-30,True
C0293,Ember Global 293,CyberSecurity,11-50,Middle East & Africa,10000000.0,0.363,479046.08,2022-09-26,True
C0294,Indigo Technologies 294,FinTech,1-10,Latin America,100000.0,0.159,422846.91,2022-04-29,True
C0295,Atlas Solutions 295,RetailTech,501-1000,Latin America,500000.0,0.098,39620.56,2022-11-23,True
C0296,Meridian Partners 296,CyberSecurity,1-10,North America,5000000.0,0.326,280305.34,2022-01-07,True
C0297,Ember Consulting 297,HRTech,1-10,Middle East & Africa,50000000.0,0.307,351950.95,2022-08-09,True
C0298,Nova Ventures 298,HealthTech,501-1000,Europe,100000.0,0.077,104046.71,2022-09-27,True
C0299,Arcus Consulting 299,PropTech,1-10,APAC,1000000.0,0.473,234908.9,2022-05-05,False
C0300,Zenith Dynamics 300,HealthTech,1000+,North America,,0.316,208586.37,2022-07-13,True
C0301,Nexus Solutions 301,EdTech,1-10,Latin America,50000000.0,0.206,222615.73,2022-06-19,True
C0302,Indigo Ventures 302,FinTech,11-50,Europe,50000000.0,0.039,349220.98,2022-10-18,True
C0303,Nexus Technologies 303,HRTech,501-1000,Middle East & Africa,10000000.0,0.417,26121.87,2022-06-11,True
C0304,Helix Cloud 304,EdTech,1000+,Latin America,,0.305,156645.68,2022-10-16,True
C0305,Harbor Intelligence 305,LegalTech,201-500,Europe,50000000.0,0.36,494354.2,2022-02-10,True
C0306,Arcus Systems 306,HealthTech,201-500,Europe,50000000.0,0.32,47248.94,2022-11-06,True
C0307,Meridian Intelligence 307,LegalTech,1-10,APAC,50000000.0,0.06,496367.08,2022-09-09,True
C0308,Redpoint Intelligence 308,PropTech,11-50,Middle East & Africa,10000000.0,0.218,196235.63,2022-11-13,True
C0309,Zenith Technologies 309,HealthTech,51-200,Europe,1000000.0,0.423,358721.81,2022-11-21,True
C0310,Solara Networks 310,LegalTech,1-10,North America,,0.086,472050.51,2022-08-16,True
C0311,Pinnacle Ventures 311,EdTech,1-10,Europe,1000000.0,0.241,229933.4,2022-10-12,True
C0312,Vega Solutions 312,HealthTech,51-200,Middle East & Africa,,0.107,302493.03,2022-06-16,False
C0313,Apex Dynamics 313,PropTech,201-500,North America,10000000.0,0.394,451556.66,2022-05-05,True
C0314,Nova Intelligence 314,EdTech,11-50,APAC,500000.0,0.256,141519.33,2022-03-16,True
C0315,Lumex Consulting 315,PropTech,51-200,Latin America,50000000.0,0.384,47691.47,2022-05-09,False
C0316,Ember Partners 316,RetailTech,201-500,North America,100000.0,0.366,159282.42,2022-07-22,True
C0317,Meridian Intelligence 317,LegalTech,201-500,APAC,1000000.0,0.582,409582.98,2022-11-30,False
C0318,Atlas Dynamics 318,LegalTech,501-1000,Europe,1000000.0,0.562,163949.81,2022-07-23,False
C0319,Vertex Partners 319,RetailTech,51-200,Latin America,500000.0,0.088,410082.31,2022-07-21,True
C0320,Horizon Digital 320,EdTech,1000+,Middle East & Africa,,0.345,476972.26,2022-08-25,False
C0321,Helix Enterprises 321,HRTech,1000+,North America,50000000.0,0.61,425416.09,2022-07-29,True
C0322,Atlas Dynamics 322,RetailTech,51-200,Europe,10000000.0,0.314,217332.7,2022-07-13,True
C0323,Meridian Partners 323,PropTech,501-1000,Middle East & Africa,50000000.0,0.648,348937.34,2022-10-06,True
C0324,Arcus Global 324,HealthTech,1-10,Europe,10000000.0,0.227,335700.0,2022-03-27,True
C0325,Nexus Cloud 325,PropTech,51-200,Latin America,,0.453,15168.41,2022-05-13,True
C0326,Ember Services 326,RetailTech,201-500,APAC,1000000.0,0.6,236900.97,2022-12-14,True
C0327,Bluewave Group 327,LegalTech,1-10,Latin America,,0.136,154761.79,2022-02-13,True
C0328,Ember Group 328,LegalTech,51-200,APAC,1000000.0,0.236,394292.3,2022-09-24,True
C0329,Irongate Ventures 329,CyberSecurity,1000+,Latin America,500000.0,0.605,42915.43,2022-01-23,True
C0330,Vega Solutions 330,LegalTech,1000+,North America,10000000.0,0.292,402024.56,2022-05-05,True
C0331,Redpoint Labs 331,LegalTech,501-1000,Latin America,1000000.0,0.4,123609.22,2022-07-27,True
C0332,Nova Innovations 332,PropTech,1-10,Middle East & Africa,100000.0,0.451,230291.76,2022-08-08,True
C0333,Cobalt Digital 333,RetailTech,51-200,North America,5000000.0,0.185,59858.5,2022-10-02,True
C0334,Stratos Digital 334,CyberSecurity,1-10,APAC,10000000.0,0.41,432691.91,2022-09-28,False
C0335,Stratos Data 335,PropTech,501-1000,Latin America,5000000.0,0.35,65973.72,2022-06-30,False
C0336,Meridian Labs 336,HRTech,501-1000,Middle East & Africa,,0.176,339333.94,2022-06-10,True
C0337,Vertex Ventures 337,EdTech,51-200,Europe,5000000.0,0.205,200347.0,2022-11-02,True
C0338,Solara Innovations 338,EdTech,201-500,Middle East & Africa,10000000.0,0.609,460388.89,2022-03-30,True
C0339,Irongate Dynamics 339,EdTech,11-50,APAC,50000000.0,0.142,230990.48,2022-01-28,False
C0340,Apex Partners 340,EdTech,11-50,Latin America,5000000.0,0.436,257664.63,2022-09-11,True
C0341,Irongate Innovations 341,CyberSecurity,201-500,Europe,,0.308,287044.92,2022-04-23,True
C0342,Pinnacle Analytics 342,HRTech,11-50,Latin America,5000000.0,0.455,373833.94,2022-09-11,True
C0343,Vega Cloud 343,HealthTech,51-200,Middle East & Africa,50000000.0,0.428,495537.87,2022-10-05,False
C0344,Nexus Enterprises 344,RetailTech,201-500,North America,10000000.0,0.278,416734.65,2022-05-07,True
C0345,Nexus Enterprises 345,HRTech,51-200,North America,1000000.0,0.185,433992.33,2022-03-02,True
C0346,Zenith Digital 346,LegalTech,1000+,Middle East & Africa,10000000.0,0.555,219801.86,2022-11-12,True
C0347,Helix Digital 347,FinTech,501-1000,APAC,5000000.0,0.503,147731.66,2022-10-03,True
C0348,Cobalt Dynamics 348,HRTech,501-1000,APAC,50000000.0,0.322,262063.34,2022-12-14,True
C0349,Atlas Innovations 349,FinTech,51-200,Europe,10000000.0,0.294,434378.61,2022-05-08,True
C0350,Stratos Analytics 350,PropTech,201-500,Europe,5000000.0,0.125,319876.97,2022-11-18,True
C0351,Crestline Technologies 351,HealthTech,201-500,Middle East & Africa,10000000.0,0.444,146330.59,2022-07-08,True
C0352,Irongate Networks 352,FinTech,1000+,North America,10000000.0,0.576,486353.64,2022-11-22,True
C0353,Arcus Technologies 353,PropTech,11-50,Latin America,50000000.0,0.124,113807.22,2022-05-18,True
C0354,Vertex Networks 354,EdTech,501-1000,Latin America,50000000.0,0.142,178432.41,2022-12-16,True
C0355,Nexus Ventures 355,CyberSecurity,1-10,North America,50000000.0,0.187,87411.92,2022-08-22,True
C0356,Lumex Digital 356,EdTech,1000+,APAC,100000.0,0.191,438467.45,2022-05-21,True
C0357,Arcus Consulting 357,HealthTech,51-200,Europe,,0.275,204207.37,2022-06-06,True
C0358,Flint Analytics 358,PropTech,1000+,North America,10000000.0,0.259,56640.0,2022-04-20,True
C0359,Atlas Cloud 359,RetailTech,501-1000,Latin America,,0.116,13950.66,2022-06-25,True
C0360,Indigo Innovations 360,EdTech,201-500,North America,100000.0,0.588,197704.26,2022-02-22,True
C0361,Arcus Dynamics 361,EdTech,201-500,Europe,10000000.0,0.142,496540.68,2022-03-15,True
C0362,Horizon Solutions 362,EdTech,201-500,APAC,10000000.0,0.267,114397.17,2022-03-19,False
C0363,Meridian Enterprises 363,RetailTech,1-10,North America,100000.0,0.169,378698.37,2022-10-29,True
C0364,Arcus Innovations 364,LegalTech,11-50,Europe,500000.0,0.505,325864.08,2022-05-08,True
C0365,Meridian Data 365,HRTech,1000+,North America,50000000.0,0.215,425064.31,2022-06-04,True
C0366,Meridian Services 366,RetailTech,1000+,Latin America,500000.0,0.303,326623.19,2022-05-03,True
C0367,Vega Analytics 367,CyberSecurity,1000+,Middle East & Africa,,0.604,268860.39,2022-01-07,False
C0368,Stratos Group 368,PropTech,501-1000,Latin America,500000.0,0.226,277714.55,2022-03-30,True
C0369,Flint Technologies 369,FinTech,501-1000,North America,,0.33,138470.79,2022-01-21,False
C0370,Glacier Intelligence 370,HRTech,1000+,Middle East & Africa,50000000.0,0.155,213561.68,2022-12-26,True
C0371,Quantum Global 371,EdTech,51-200,North America,500000.0,0.264,48720.57,2022-04-15,False
C0372,Atlas Global 372,LegalTech,201-500,Middle East & Africa,10000000.0,0.387,383979.82,2022-11-29,True
C0373,Orion Dynamics 373,PropTech,1000+,Europe,,0.122,129795.08,2022-08-11,True
C0374,Meridian Data 374,FinTech,51-200,Europe,,0.231,16205.84,2022-03-12,True
C0375,Nova Partners 375,LegalTech,501-1000,Middle East & Africa,50000000.0,0.337,413028.37,2022-05-13,True
C0376,Atlas Consulting 376,HealthTech,1-10,APAC,50000000.0,0.072,220369.04,2022-09-26,True
C0377,Cobalt Cloud 377,HealthTech,201-500,Latin America,5000000.0,0.378,186460.71,2022-09-13,False
C0378,Nova Platforms 378,EdTech,51-200,North America,5000000.0,0.319,340319.01,2022-03-01,True
C0379,Bluewave Solutions 379,FinTech,1-10,Europe,,0.197,241164.65,2022-07-16,False
C0380,Nova Systems 380,PropTech,11-50,APAC,100000.0,0.287,213965.73,2022-06-13,True
C0381,Orion Cloud 381,LegalTech,1-10,Middle East & Africa,10000000.0,0.601,451951.09,2022-04-02,True
C0382,Bluewave Systems 382,PropTech,1-10,Latin America,50000000.0,0.097,148330.37,2022-06-09,True
C0383,Redpoint Enterprises 383,FinTech,51-200,Europe,500000.0,0.275,286265.3,2022-06-05,True
C0384,Zenith Enterprises 384,LegalTech,501-1000,Latin America,50000000.0,0.505,390184.12,2022-10-07,True
C0385,Zenith Group 385,FinTech,201-500,North America,100000.0,0.16,275357.15,2022-11-22,False
C0386,Apex Networks 386,FinTech,1000+,Latin America,50000000.0,0.214,371660.5,2022-06-07,True
C0387,Bluewave Analytics 387,PropTech,201-500,North America,100000.0,0.463,358709.71,2022-02-17,True
C0388,Zenith Services 388,PropTech,1000+,APAC,1000000.0,0.278,487531.85,2022-02-13,True
C0389,Bluewave Group 389,PropTech,1-10,Middle East & Africa,5000000.0,0.185,40518.6,2022-12-06,False
C0390,Zenith Dynamics 390,HRTech,51-200,Latin America,10000000.0,0.115,417630.92,2022-06-17,True
C0391,Pinnacle Analytics 391,HealthTech,11-50,Europe,50000000.0,0.423,387371.84,2022-02-25,True
C0392,Nova Enterprises 392,CyberSecurity,51-200,Latin America,,0.644,272603.03,2022-04-17,True
C0393,Crestline Consulting 393,HealthTech,1-10,Europe,50000000.0,0.308,346166.87,2022-12-27,True
C0394,Nexus Digital 394,LegalTech,11-50,North America,10000000.0,0.411,131627.21,2022-07-02,True
C0395,Nexus Dynamics 395,HRTech,11-50,North America,1000000.0,0.196,428754.64,2022-10-12,True
C0396,Zenith Ventures 396,CyberSecurity,1-10,Europe,,0.139,15858.89,2022-04-24,True
C0397,Harbor Intelligence 397,LegalTech,1000+,North America,5000000.0,0.099,297198.19,2022-02-08,True
C0398,Orion Digital 398,CyberSecurity,11-50,North America,50000000.0,0.367,416384.53,2022-06-19,True
C0399,Crestline Systems 399,EdTech,501-1000,Latin America,50000000.0,0.507,364971.12,2022-09-12,True
C0400,Radiant Innovations 400,EdTech,51-200,Europe,100000.0,0.236,144741.07,2022-08-17,False
C0401,Nexus Data 401,RetailTech,1000+,APAC,1000000.0,0.406,211876.18,2022-10-09,True
C0402,Orion Consulting 402,PropTech,11-50,Latin America,100000.0,0.265,324899.74,2022-09-27,True
C0403,Glacier Global 403,FinTech,201-500,APAC,1000000.0,0.381,276813.72,2022-09-06,True
C0404,Horizon Services 404,LegalTech,201-500,APAC,100000.0,0.225,22770.85,2022-11-02,True
C0405,Glacier Consulting 405,FinTech,201-500,Middle East & Africa,500000.0,0.045,385752.66,2022-04-30,False
C0406,Vega Analytics 406,RetailTech,51-200,Middle East & Africa,50000000.0,0.164,397706.23,2022-01-29,True
C0407,Zenith Cloud 407,PropTech,51-200,Europe,100000.0,0.191,125910.06,2022-06-12,True
C0408,Cobalt Platforms 408,FinTech,1000+,APAC,5000000.0,0.262,286167.18,2022-10-16,False
C0409,Harbor Partners 409,HRTech,11-50,Latin America,,0.356,54226.11,2022-04-30,True
C0410,Apex Services 410,CyberSecurity,1-10,APAC,5000000.0,0.081,108717.55,2022-03-08,True
C0411,Nova Networks 411,FinTech,1-10,Europe,5000000.0,0.108,355301.21,2022-03-14,True
C0412,Indigo Services 412,LegalTech,1-10,APAC,10000000.0,0.246,471542.37,2022-07-22,True
C0413,Stratos Dynamics 413,LegalTech,11-50,Europe,10000000.0,0.545,474859.83,2022-11-24,False
C0414,Quantum Networks 414,EdTech,1000+,Middle East & Africa,10000000.0,0.336,445904.11,2022-11-11,True
C0415,Zenith Cloud 415,EdTech,201-500,APAC,10000000.0,0.112,347364.24,2022-03-07,True
C0416,Apex Cloud 416,PropTech,501-1000,North America,100000.0,0.079,305170.45,2022-11-10,True
C0417,Horizon Ventures 417,CyberSecurity,11-50,APAC,10000000.0,0.223,48125.25,2022-06-27,False
C0418,Nova Technologies 418,LegalTech,201-500,North America,500000.0,0.239,112745.3,2022-12-21,True
C0419,Pinnacle Ventures 419,FinTech,1-10,Latin America,1000000.0,0.469,368966.4,2022-03-27,False
C0420,Irongate Intelligence 420,LegalTech,501-1000,Latin America,,0.109,416115.42,2022-10-23,True
C0421,Radiant Analytics 421,EdTech,201-500,North America,50000000.0,0.351,424423.62,2022-05-31,True
C0422,Pinnacle Ventures 422,HealthTech,51-200,Europe,1000000.0,0.115,88843.2,2022-02-08,True
C0423,Orion Networks 423,CyberSecurity,1000+,North America,1000000.0,0.521,471796.71,2022-03-26,True
C0424,Lumex Labs 424,FinTech,1-10,APAC,100000.0,0.463,487455.23,2022-07-29,True
C0425,Ember Global 425,HRTech,1000+,APAC,500000.0,0.446,126398.66,2022-01-26,True
C0426,Redpoint Partners 426,EdTech,1-10,APAC,,0.451,219526.92,2022-05-31,False
C0427,Quantum Data 427,CyberSecurity,11-50,North America,,0.208,111406.96,2022-11-23,True
C0428,Orion Partners 428,HealthTech,51-200,Latin America,1000000.0,0.553,249657.44,2022-12-05,True
C0429,Quantum Global 429,PropTech,11-50,APAC,1000000.0,0.241,191006.82,2022-08-17,True
C0430,Crestline Enterprises 430,HRTech,11-50,APAC,5000000.0,0.352,40203.29,2022-12-23,True
C0431,Orion Platforms 431,PropTech,501-1000,Europe,5000000.0,0.562,39882.04,2022-07-18,True
C0432,Lumex Global 432,CyberSecurity,501-1000,Europe,1000000.0,0.066,156437.53,2022-07-22,False
C0433,Cobalt Systems 433,EdTech,1-10,Latin America,100000.0,0.478,475040.13,2022-03-27,False
C0434,Glacier Digital 434,EdTech,1-10,Latin America,,0.362,494257.17,2022-08-11,True
C0435,Harbor Group 435,HRTech,51-200,North America,,0.402,200168.58,2022-07-23,True
C0436,Indigo Consulting 436,CyberSecurity,1-10,Middle East & Africa,5000000.0,0.145,266055.39,2022-08-03,True
C0437,Atlas Group 437,HealthTech,1-10,Middle East & Africa,50000000.0,0.149,59485.32,2022-05-27,False
C0438,Arcus Innovations 438,HRTech,201-500,Latin America,5000000.0,0.267,308391.45,2022-01-20,True
C0439,Solara Group 439,PropTech,1-10,Latin America,500000.0,0.267,348351.74,2022-01-26,True
C0440,Pinnacle Platforms 440,FinTech,51-200,APAC,500000.0,0.202,147369.86,2022-09-09,False
C0441,Radiant Ventures 441,RetailTech,11-50,APAC,10000000.0,0.519,227124.2,2022-06-14,True
C0442,Lumex Data 442,HealthTech,11-50,Latin America,100000.0,0.013,457582.07,2022-07-28,True
C0443,Flint Services 443,LegalTech,1-10,Middle East & Africa,50000000.0,0.23,87896.5,2022-06-09,True
C0444,Solara Group 444,FinTech,11-50,Europe,50000000.0,0.089,108356.12,2022-01-30,True
C0445,Crestline Systems 445,LegalTech,1000+,Europe,500000.0,0.544,190492.44,2022-08-26,True
C0446,Quantum Ventures 446,FinTech,11-50,APAC,1000000.0,0.338,301081.36,2022-04-01,False
C0447,Irongate Cloud 447,LegalTech,51-200,Europe,50000000.0,0.221,448301.04,2022-12-19,True
C0448,Apex Intelligence 448,FinTech,11-50,Middle East & Africa,50000000.0,0.122,482809.63,2022-04-24,True
C0449,Radiant Digital 449,HRTech,1000+,Latin America,5000000.0,0.327,19825.66,2022-12-16,True
C0450,Atlas Labs 450,FinTech,11-50,APAC,5000000.0,0.1,404491.93,2022-06-06,True
C0451,Cobalt Consulting 451,PropTech,201-500,APAC,1000000.0,0.338,133479.37,2022-08-27,True
C0452,Bluewave Data 452,PropTech,501-1000,North America,,0.583,260641.72,2022-12-06,False
C0453,Harbor Platforms 453,HRTech,51-200,North America,1000000.0,0.549,41280.16,2022-05-22,True
C0454,Indigo Consulting 454,HRTech,1000+,APAC,100000.0,0.144,83465.36,2022-05-04,False
C0455,Glacier Data 455,PropTech,1000+,APAC,10000000.0,0.54,78565.46,2022-01-14,True
C0456,Vertex Consulting 456,PropTech,201-500,Latin America,10000000.0,0.049,27306.31,2022-12-29,False
C0457,Harbor Digital 457,LegalTech,1000+,Europe,10000000.0,0.227,271971.2,2022-09-01,False
C0458,Radiant Platforms 458,HRTech,11-50,Middle East & Africa,100000.0,0.151,153954.19,2022-08-30,True
C0459,Pinnacle Global 459,EdTech,1000+,APAC,10000000.0,0.04,53756.91,2022-07-01,True
C0460,Indigo Dynamics 460,PropTech,51-200,APAC,500000.0,0.42,296929.64,2022-08-26,False
C0461,Irongate Systems 461,HealthTech,201-500,Europe,5000000.0,0.47,68709.81,2022-12-15,True
C0462,Vertex Innovations 462,FinTech,11-50,Europe,100000.0,0.459,177908.24,2022-10-19,False
C0463,Crestline Group 463,LegalTech,1000+,Europe,50000000.0,0.293,49597.62,2022-06-20,True
C0464,Nova Networks 464,FinTech,1-10,Latin America,500000.0,0.325,112597.36,2022-03-28,True
C0465,Nova Partners 465,HealthTech,11-50,Middle East & Africa,1000000.0,0.608,320408.89,2022-07-26,True
C0466,Irongate Intelligence 466,FinTech,1-10,Middle East & Africa,100000.0,0.228,368022.94,2022-01-08,False
C0467,Flint Services 467,RetailTech,1-10,North America,10000000.0,0.329,369465.59,2022-04-26,True
C0468,Arcus Dynamics 468,EdTech,1-10,Latin America,5000000.0,0.189,298448.64,2022-03-27,True
C0469,Nexus Dynamics 469,HRTech,201-500,Middle East & Africa,5000000.0,0.476,266817.65,2022-08-11,False
C0470,Atlas Networks 470,CyberSecurity,51-200,Europe,100000.0,0.462,474561.33,2022-07-26,True
C0471,Zenith Group 471,RetailTech,1000+,North America,5000000.0,0.336,257270.44,2022-03-05,True
C0472,Quantum Systems 472,PropTech,1000+,APAC,50000000.0,0.291,272019.38,2022-01-25,True
C0473,Nexus Ventures 473,FinTech,1-10,North America,1000000.0,0.301,227714.0,2022-03-05,True
C0474,Irongate Group 474,RetailTech,1000+,North America,500000.0,0.327,216227.01,2022-02-21,True
C0475,Pinnacle Data 475,EdTech,201-500,North America,5000000.0,0.068,362195.45,2022-03-02,True
C0476,Glacier Ventures 476,CyberSecurity,11-50,Middle East & Africa,100000.0,0.333,391199.87,2022-09-25,False
C0477,Arcus Innovations 477,HRTech,11-50,North America,5000000.0,0.569,253213.81,2022-04-17,True
C0478,Irongate Networks 478,RetailTech,1-10,North America,10000000.0,0.169,53611.39,2022-02-26,False
C0479,Radiant Partners 479,EdTech,1-10,Middle East & Africa,,0.323,364546.17,2022-02-21,False
C0480,Quantum Analytics 480,CyberSecurity,51-200,APAC,1000000.0,0.26,34539.3,2022-03-31,False
C0481,Indigo Dynamics 481,LegalTech,1000+,APAC,1000000.0,0.211,371884.7,2022-02-18,False
C0482,Nexus Solutions 482,EdTech,1000+,Europe,500000.0,0.445,185188.43,2022-08-13,False
C0483,Pinnacle Technologies 483,LegalTech,51-200,Europe,,0.193,206380.98,2022-08-22,True
C0484,Solara Partners 484,PropTech,1000+,Europe,,0.422,74930.67,2022-01-31,False
C0485,Indigo Labs 485,HealthTech,201-500,Middle East & Africa,1000000.0,0.315,403109.74,2022-12-14,True
C0486,Meridian Intelligence 486,LegalTech,501-1000,North America,50000000.0,0.089,345387.43,2022-03-08,True
C0487,Irongate Ventures 487,PropTech,201-500,North America,,0.181,138190.3,2022-06-10,True
C0488,Indigo Services 488,RetailTech,1000+,APAC,5000000.0,0.289,266320.56,2022-12-25,True
C0489,Lumex Analytics 489,CyberSecurity,51-200,Latin America,100000.0,0.191,421126.18,2022-10-13,False
C0490,Meridian Systems 490,FinTech,1000+,Europe,5000000.0,0.255,425934.33,2022-09-11,False
C0491,Orion Partners 491,LegalTech,11-50,APAC,500000.0,0.263,34671.85,2022-04-25,True
C0492,Solara Intelligence 492,RetailTech,1-10,Latin America,1000000.0,0.187,402618.03,2022-08-18,True
C0493,Irongate Enterprises 493,LegalTech,1-10,Latin America,10000000.0,0.124,330152.77,2022-02-22,True
C0494,Nexus Global 494,FinTech,1-10,Middle East & Africa,5000000.0,0.359,322393.68,2022-09-18,True
C0495,Quantum Enterprises 495,LegalTech,51-200,North America,50000000.0,0.007,119229.88,2022-08-21,True
C0496,Flint Data 496,CyberSecurity,1000+,APAC,10000000.0,0.225,231740.9,2022-02-19,True
C0497,Zenith Solutions 497,LegalTech,51-200,APAC,5000000.0,0.368,265772.69,2022-12-26,True
C0498,Nova Partners 498,EdTech,1000+,Latin America,,0.47,134601.76,2022-04-11,True
C0499,Indigo Intelligence 499,RetailTech,201-500,Europe,10000000.0,0.233,175587.44,2022-08-01,True
C0500,Quantum Cloud 500,HealthTech,201-500,Latin America,10000000.0,0.605,298764.92,2022-09-16,True
